18,29,30,27,32,7,5,19,26,29,10,13,23,15,7,4,5,-1,-1,1,2,0,0,3,3,4,3,3,3,2,1,0,1,0,2,0,2,1,4,3,1,3,2,0,0,3,2,0,4,3,4,3,0
24,30,7,11,25,4,8,12,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1,1,0,1,3,2,1,0,1,1,1,1,0,0,1,1,2,0,0,0,0,1,2,0,2,1,3,2,2,1,1
22,30,28,29,8,33,32,5,27,29,5,16,9,1,13,-1,-1,-1,-1,2,2,1,1,0,3,1,1,3,3,2,1,1,1,0,0,2,1,3,0,0,1,0,2,0,2,2,4,2,4,3,3,2,3
20,17,30,9,33,32,7,8,0,14,17,28,13,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,0,2,2,2,2,0,0,2,3,2,0,3,1,0,0,0,2,1,0,3,3,4,3,3,3,3,2,2
24,30,0,30,32,19,16,15,26,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2,2,1,1,0,1,3,0,0,0,2,3,2,3,3,2,2,2
2,0,29,19,8,1,10,3,33,33,8,21,24,1,31,26,-1,-1,-1,4,4,1,1,0,2,0,0,3,2,2,0,1,0,0,1,3,3,1,1,0,2,0,2,3,1,3,4,3,3,4,3,2,4
12,23,19,18,20,2,33,3,16,28,27,18,-1,-1,-1,-1,-1,-1,-1,4,2,2,1,1,1,0,2,2,2,1,0,0,0,0,1,2,0,3,2,1,1,0,1,0,1,1,2,2,1,1,3,0,4
20,27,28,14,31,31,0,0,2,11,28,-1,-1,-1,-1,-1,-1,-1,-1,3,1,3,1,0,0,0,0,2,0,0,2,0,0,1,0,3,2,1,0,0,0,0,0,0,1,2,2,3,3,4,3,2,1
15,28,18,27,29,32,9,25,19,31,9,25,16,26,13,-1,-1,-1,-1,3,1,2,1,0,0,1,1,0,2,1,0,0,2,1,1,3,3,1,1,0,1,3,1,0,3,4,3,2,2,3,2,4,4
22,0,17,18,23,32,4,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,1,1,2,1,0,0,1,0,0,2,0,2,2,1,0,0,0,1,0,0,3,2,0,0,0,3,1,3
10,9,32,33,24,15,16,21,17,33,18,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,4,3,2,1,0,0,1,0,0,3,1,3,2,1,2,3,1,4,4
5,29,0,25,30,10,18,0,8,20,30,24,12,20,11,30,32,23,-1,4,1,1,0,0,1,1,3,4,3,4,3,2,0,0,0,0,3,3,0,3,0,1,1,1,3,4,2,4,4,4,2,4,4
22,31,33,26,14,25,21,6,23,11,9,1,-1,-1,-1,-1,-1,-1,-1,3,3,0,0,1,0,1,0,1,3,0,2,0,0,3,0,0,3,0,2,0,1,1,2,0,3,4,2,0,0,3,3,1,3
16,30,33,31,28,26,18,27,32,10,32,28,26,21,10,-1,-1,-1,-1,2,2,3,1,0,1,2,2,3,0,3,1,0,1,1,0,1,3,1,0,0,2,0,0,0,1,3,3,4,2,2,3,4,3
1,28,31,18,24,30,30,26,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,4,0,1,0,3,0,4,1,1,0,2,2,4,3,3,1
21,27,32,17,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,2,0,0,1,3,2
14,8,32,0,20,20,19,13,30,12,2,-1,-1,-1,-1,-1,-1,-1,-1,4,1,3,0,1,0,3,1,2,1,1,0,2,3,0,0,0,2,1,1,2,0,0,1,0,0,0,1,2,2,3,1,3,2
6,29,30,28,27,31,32,8,8,24,24,17,10,26,2,4,-1,-1,-1,2,0,2,1,1,0,1,1,4,1,3,0,0,0,2,0,0,2,3,0,2,2,0,1,3,3,1,3,3,4,3,4,3,3
15,0,1,10,9,24,12,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,0,0,1,0,0,0,1,2,2,1,2,0,0,1,0,1,0,0,0,1,0,0,1,2,3,0,1,0,0,1,2,2
17,32,33,31,21,22,8,32,19,3,10,15,-1,-1,-1,-1,-1,-1,-1,3,2,0,1,0,0,1,1,2,1,3,0,0,0,0,1,0,1,1,2,2,1,1,1,1,1,2,4,1,2,3,4,2,3
14,0,10,28,28,17,16,8,9,25,22,7,17,-1,-1,-1,-1,-1,-1,2,2,1,0,0,0,0,2,2,3,2,0,0,1,1,0,4,3,3,2,0,1,1,1,0,2,2,1,3,0,3,2,3,3
26,31,30,16,25,6,1,16,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,2,0,1,0,0,3,1,0,0,0,1,0,3,1,3,3,0,0,0,1,1,2,2,3,0,2,1,3,0,2
2,30,31,13,22,11,9,29,33,28,6,1,10,30,9,29,27,11,18,3,3,0,2,0,0,2,4,0,4,3,3,0,2,0,0,0,4,3,2,3,2,4,2,0,1,0,4,3,4,3,2,4,4
22,29,28,27,25,33,4,15,11,27,23,23,2,13,-1,-1,-1,-1,-1,0,3,1,0,1,0,0,3,0,2,0,2,0,1,0,3,3,2,1,0,0,0,0,2,0,4,4,4,3,3,2,2,3,4
32,30,19,8,22,2,27,31,1,2,12,26,14,6,-1,-1,-1,-1,-1,0,2,3,0,0,0,2,2,3,1,0,2,2,1,3,0,1,1,3,2,4,2,1,0,2,1,3,1,1,0,4,2,0,3
17,1,16,7,3,19,21,19,4,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,2,0,4,1,2,1,0,0,0,0,2,1,1,1,4,1,2
23,29,32,28,3,11,22,24,18,5,10,3,31,10,20,21,27,28,-1,3,4,1,3,0,2,0,0,0,3,3,2,1,1,0,1,1,1,4,3,3,3,2,2,2,3,0,4,4,4,2,2,3,3
12,18,10,27,32,2,8,0,33,24,26,0,8,25,-1,-1,-1,-1,-1,4,2,2,2,0,0,0,1,3,1,3,2,0,0,1,0,0,4,3,0,0,0,0,0,3,1,3,3,2,1,2,4,3,2
26,28,30,31,17,32,29,5,3,0,24,12,4,-1,-1,-1,-1,-1,-1,3,2,0,3,3,3,0,0,1,2,3,0,1,0,0,0,0,4,3,0,0,0,0,1,2,2,2,3,1,3,3,2,2,1
24,33,27,6,33,28,29,22,3,9,12,33,23,2,3,17,-1,-1,-1,2,1,2,2,0,0,3,3,3,3,0,0,1,0,0,0,0,3,0,4,2,0,3,3,1,0,1,4,3,3,2,3,4,4
11,5,5,3,25,24,22,26,9,30,8,1,6,6,0,15,21,-1,-1,4,4,1,4,1,4,4,2,3,1,0,1,1,0,0,2,0,0,1,1,1,1,3,0,4,3,3,2,3,0,4,4,3,0
24,30,18,8,9,12,29,5,4,10,31,16,-1,-1,-1,-1,-1,-1,-1,1,1,0,3,1,1,1,0,2,1,3,2,1,0,1,0,2,2,2,2,1,2,1,0,1,0,0,1,1,2,2,3,2,0
20,30,27,8,8,7,3,2,27,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,2,0,1,0,2,3,1,0,0,1,0,1,1,0,0,1,0,0,2,0,0,3,0,1,2,1,2,1,2,2,0
8,0,4,22,6,11,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,1,1,2,0,1,0,0,2,1,0,0,0,1,0,1,0,0,1,1,0,0,1,2,0,3,1,3,0,1,1
23,8,28,29,10,30,32,13,18,9,18,5,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,2,3,1,2,1,3,1,0,1,3,4,0,1,0,1,1,0,2,0,0,3,2,3,3,1,0
10,18,27,24,11,15,7,31,22,12,29,6,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,2,3,0,3,1,3,2,1,0,4,0,3,4,0,0,1,1,0,3,1,2,3,0,3,2,2,0,0
15,27,9,8,24,4,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,1,2,3,2,2,1,1,1,1
11,27,18,31,5,7,32,24,8,21,13,0,23,21,20,17,-1,-1,-1,3,2,1,1,1,3,2,3,4,0,1,0,1,2,0,0,0,4,3,0,2,4,0,4,2,0,0,4,2,2,2,2,3,3
26,31,33,18,14,31,15,16,14,1,27,5,27,11,-1,-1,-1,-1,-1,2,4,0,0,0,3,1,2,3,0,0,2,0,2,3,3,4,2,3,1,0,0,0,0,0,1,1,4,3,2,2,2,1,4
22,9,32,25,22,12,16,4,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,0,0,1,0,0,0,1,1,0,0,1,0,1,2,1,3,0,0,1,0,1,0,1,2,2,2,2,2,1,2,2,0
5,13,9,22,1,16,0,15,28,2,23,0,-1,-1,-1,-1,-1,-1,-1,2,2,2,0,0,0,0,0,1,2,4,1,1,3,0,1,1,2,0,2,0,0,3,2,0,0,1,0,3,2,0,4,4,3
32,0,8,19,19,24,3,3,16,9,17,21,-1,-1,-1,-1,-1,-1,-1,3,3,0,2,0,0,1,0,2,3,1,0,0,1,0,2,3,4,1,3,0,1,0,0,4,2,2,3,1,4,0,1,0,2
10,27,18,32,30,14,5,28,4,21,6,-1,-1,-1,-1,-1,-1,-1,-1,0,2,2,0,1,3,2,3,1,0,2,0,1,0,1,0,0,2,2,1,0,2,0,0,0,0,1,3,2,4,2,1,3,0
26,29,33,8,10,9,18,17,9,29,12,6,32,1,0,-1,-1,-1,-1,3,1,0,1,1,1,1,0,1,4,2,1,4,0,3,2,0,3,3,1,0,1,1,0,1,1,2,2,3,4,1,1,4,2
11,30,13,7,15,25,22,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,2,2,0,2,0,0,1,0,1,0,1,1,0,0,1,2,1,0,1,2,2,3,0,4,3,0,0
14,32,27,5,31,13,3,2,16,24,9,18,6,-1,-1,-1,-1,-1,-1,1,2,1,1,0,1,1,2,2,3,1,0,0,1,2,2,1,1,3,0,1,0,1,2,2,1,1,2,1,2,1,2,1,1
13,30,27,27,7,14,24,21,9,21,24,30,22,2,4,8,-1,-1,-1,3,1,2,0,2,0,0,2,2,2,0,2,2,0,1,0,0,0,2,2,1,4,3,2,4,3,3,4,2,3,4,4,3,0
21,28,12,18,19,29,6,33,8,28,6,11,26,3,32,7,6,-1,-1,0,2,3,2,2,0,4,2,3,2,2,2,4,0,0,0,0,1,4,2,2,0,1,1,0,2,3,2,4,3,4,4,3,2
33,31,16,21,10,10,1,17,20,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,1,0,0,1,1,2,2,1,0,2,0,0,3,3,1,1,1,1,0,2,1,0,0,1,1,2,0,3,2,3
2,29,26,27,20,4,0,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,0,1,0,0,3,1,1,4,2,0,1,0
20,27,31,33,14,3,6,10,30,28,30,25,8,7,-1,-1,-1,-1,-1,3,0,0,2,1,0,3,1,4,2,1,0,2,1,3,2,1,3,2,2,0,0,1,1,0,1,1,1,2,3,3,2,0,4
23,18,5,3,15,22,8,5,24,32,5,12,18,9,13,-1,-1,-1,-1,3,1,0,3,3,3,3,4,3,3,1,3,1,1,0,1,0,4,4,0,0,2,1,1,1,0,0,0,1,2,2,1,2,3
23,8,32,3,10,29,29,19,16,6,3,11,18,32,-1,-1,-1,-1,-1,3,1,3,3,1,4,3,3,4,1,1,1,0,0,0,0,3,2,2,2,1,0,0,0,0,0,1,0,2,3,0,4,4,3
26,17,0,0,10,15,21,30,32,21,11,32,8,9,1,4,-1,-1,-1,4,3,1,1,1,2,2,1,3,3,2,2,1,0,0,1,0,2,1,1,1,2,1,1,0,0,2,2,2,3,4,3,2,2
20,17,32,12,33,2,14,33,21,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,0,0,0,1,0,1,1,0,0,3,0,1,0,3,2,0,0,2,2,0,0,0,1,2,3,2,3,0,1,3,3
1,24,5,26,27,22,19,29,23,17,10,3,-1,-1,-1,-1,-1,-1,-1,2,2,0,2,0,1,0,1,1,1,3,1,0,1,0,0,1,2,2,2,1,0,2,1,2,2,3,3,1,2,2,1,1,1
24,26,31,10,19,26,7,14,33,32,0,18,6,-1,-1,-1,-1,-1,-1,3,3,1,0,1,3,2,3,1,1,1,0,0,1,1,0,1,1,2,1,0,0,2,1,3,1,2,2,2,1,2,2,2,2
24,27,1,17,0,8,32,16,17,19,10,3,0,21,14,-1,-1,-1,-1,3,3,1,4,0,0,0,0,3,2,1,1,0,1,3,0,4,4,1,2,1,1,1,0,0,2,2,4,1,4,1,1,1,2
25,29,10,30,26,9,4,19,30,18,16,30,13,-1,-1,-1,-1,-1,-1,0,0,0,0,1,0,2,2,1,4,2,4,3,2,1,1,3,0,4,4,0,1,0,0,1,1,3,2,2,3,3,2,1,0
26,27,19,18,22,11,25,24,9,17,3,32,17,4,-1,-1,-1,-1,-1,3,2,0,1,2,0,1,2,0,1,4,2,0,0,0,0,1,3,2,2,1,1,1,0,1,3,2,4,3,2,2,3,1,0
25,30,31,10,29,29,2,20,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,0,1,0,0,0,0,1,1,4,1,4,3,2,0,2
19,4,16,17,4,32,14,14,2,9,25,30,13,-1,-1,-1,-1,-1,-1,1,1,2,1,2,1,0,2,2,2,2,0,0,1,4,1,3,2,2,1,1,0,0,0,0,3,1,2,1,3,3,3,2,0
19,30,28,16,13,5,32,32,30,4,18,4,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,2,1,0,1,0,3,1,0,1,2,0,1,3,1,2,2,0,0,0,0,0,1,1,2,1,2,4,3,4,2
14,29,28,25,31,6,16,26,25,30,12,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,1,0,4,1,0,1,2,0,0,0,2,3,3,0,1,0,0,0,0,3,3,0,3,3,3,3,1,3
3,33,23,13,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,2
20,31,9,32,7,8,29,19,10,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,0,3,3,2,2,0,0,0,0,0,0,2,2,2,2,0,2,0,0,1,2,1,1,2,2,1,2,1
26,30,9,6,1,0,11,0,4,10,8,23,-1,-1,-1,-1,-1,-1,-1,3,2,2,0,1,3,1,1,2,3,1,2,0,0,0,0,1,2,3,0,1,1,0,2,0,1,0,1,2,2,4,2,0,3
10,17,27,30,26,19,23,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,1,0,0,1,0,2,1,1,0,0,1,0,1,1,1,1,2,1,0,0,2,0,1,3,1,0,2,1,1,2,1
24,29,14,20,1,22,18,26,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0,0,0,0,0,1,1,1,0,0,2,2,0,1,2,1,3,2,2,0,1,3,2,0,1,1,1,0,0,2
22,7,14,4,1,11,13,3,11,9,2,9,-1,-1,-1,-1,-1,-1,-1,2,1,2,3,3,2,0,1,4,2,0,3,0,2,1,3,2,4,0,0,0,0,0,0,0,0,1,1,0,3,2,0,1,1
14,9,33,33,31,7,17,10,11,30,26,26,33,21,5,11,2,-1,-1,1,2,2,0,0,1,1,3,4,4,3,3,3,0,0,2,1,4,2,0,0,3,0,0,3,1,4,2,1,3,2,3,4,4
5,30,13,2,17,29,2,22,7,14,25,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,0,0,1,0,2,1,3,1,0,0,1,3,2,2,3,0,2,0,0,2,0,0,1,0,1,0,3,2,1,3,0
12,31,33,32,30,25,26,3,1,26,20,7,-1,-1,-1,-1,-1,-1,-1,2,1,1,2,1,0,0,2,0,1,0,1,1,0,0,0,0,1,1,2,3,0,0,1,2,2,3,1,2,2,4,2,3,3
20,29,25,16,29,9,13,7,0,0,30,27,17,25,-1,-1,-1,-1,-1,3,2,0,1,0,2,0,1,0,2,2,2,0,3,1,0,2,3,0,2,0,0,0,1,1,3,3,3,3,3,3,1,4,1
13,0,30,31,1,3,8,18,24,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,0,1,0,0,0,1,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,2,2,4,3,2,1
15,9,17,30,29,27,19,17,8,11,0,13,-1,-1,-1,-1,-1,-1,-1,4,1,1,0,1,0,0,0,2,3,1,2,0,1,0,0,1,3,2,3,0,0,0,0,0,1,3,3,4,3,2,3,2,1
25,33,30,28,31,26,30,10,16,2,22,6,3,28,9,-1,-1,-1,-1,3,0,1,3,0,4,3,0,4,3,4,1,0,1,0,0,2,1,1,3,0,0,2,0,0,0,1,4,2,3,4,3,2,2
3,17,30,33,7,8,6,26,20,1,11,16,19,30,26,-1,-1,-1,-1,1,3,0,1,0,0,3,3,3,3,2,1,0,0,0,2,1,1,3,4,2,0,1,0,0,2,4,0,3,2,3,3,3,3
6,33,29,8,26,13,28,7,9,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,2,0,1,1,2,2,2,2,0,0,0,1,1,1,2,1,2,1,0,1,0,0,1,1,1,3,2,2,2,0,1,3
18,31,9,30,22,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,1,1,2,3,1,0,2
11,30,28,17,26,8,32,1,0,17,31,28,33,32,12,-1,-1,-1,-1,4,2,1,1,0,1,2,4,4,2,1,3,1,1,1,1,3,2,3,1,1,1,0,0,0,0,3,0,3,0,4,2,4,4
12,31,29,28,21,17,28,2,20,10,21,8,15,20,25,14,15,13,-1,3,3,3,3,0,0,0,0,3,1,1,0,3,3,2,2,0,4,1,2,2,3,2,2,2,3,3,4,4,3,2,2,2,2
9,29,0,32,10,1,13,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,0,0,0,0,1,0,1,0,1,2,0,0,2,3,2,0,2,0,0,0,0,0,1,2,2,3,2,1,2,1
4,1,25,5,19,23,24,25,31,27,22,9,10,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,1,0,2,4,1,1,0,0,1,0,0,3,2,1,1,0,1,3,2,2,2,4,4,2,1,3,0,3
22,8,0,11,27,12,14,15,23,8,23,-1,-1,-1,-1,-1,-1,-1,-1,2,0,0,0,0,0,2,2,3,2,3,2,3,0,1,1,0,0,0,0,0,0,0,2,0,2,1,1,4,3,1,2,2,2
7,29,26,25,32,27,27,3,17,15,6,28,15,11,23,12,6,-1,-1,2,3,2,2,1,2,3,2,4,0,1,3,3,0,3,3,1,4,0,1,1,1,0,4,1,4,4,3,3,4,1,0,2,0
19,28,31,10,21,6,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,1,1,3,2,1,1,0,0,1,0,0,0,2,1,0,1,0,1,0,1,1,0,3,1,1,3,1,0
23,19,18,18,22,13,5,3,6,11,20,27,12,32,25,10,-1,-1,-1,2,0,0,2,0,1,2,2,2,1,2,4,3,2,2,1,0,2,3,2,2,0,3,1,1,2,1,3,2,4,3,2,4,3
25,26,28,31,1,8,7,7,28,32,7,5,18,-1,-1,-1,-1,-1,-1,2,1,2,2,0,1,0,4,1,3,0,0,0,2,0,3,3,3,1,0,0,0,0,1,0,1,1,2,4,2,2,4,3,1
6,8,27,33,31,24,13,12,21,20,9,33,13,32,10,14,-1,-1,-1,2,1,0,0,0,0,0,1,4,4,3,0,2,3,2,1,0,2,3,0,3,2,0,0,3,1,2,4,3,3,3,3,4,3
4,33,19,10,14,14,17,28,32,29,24,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,2,0,0,2,1,2,1,2,1,0,1,2,0,1,1,0,2,1,1,2,0,2,1,0,0,3,2,1,1,1,2
17,30,18,9,31,1,29,33,9,26,16,0,22,5,27,20,-1,-1,-1,3,2,0,0,0,2,1,0,3,4,3,0,0,2,2,0,2,2,1,1,1,0,3,0,3,2,2,4,3,4,3,3,3,2
22,29,28,8,1,33,26,27,11,10,9,23,1,17,-1,-1,-1,-1,-1,2,3,1,0,1,0,0,1,3,4,4,1,1,1,0,0,1,3,1,1,0,0,1,2,0,0,2,2,4,4,1,0,3,2
14,31,26,17,19,9,3,3,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,3,0,2,0,0,1,2,1,0,1,0,1,0,1,1,2,3,1,0,0,0,0,0,2,1,0,0,2,2,2,1
7,29,28,32,31,22,27,14,32,14,10,33,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,3,2,0,2,2,0,2,2,1,0,2,2,0,0,0,2,1,0,2,0,0,1,1,4,4,3,1,1,2,4
0,26,31,33,27,25,2,15,13,28,25,29,22,-1,-1,-1,-1,-1,-1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,1,3,2,0,3,1,0,1,1,0,1,4,3,3,1,3,2,3,0,4
24,31,33,10,9,22,15,5,28,4,1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,1,1,1,0,0,0,2,3,0,2,0,0,3,1,3,2,1,0,0,1,1,1,0,0,3,3,2,1,4,0,3
9,33,16,1,4,0,24,25,29,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,1,2,0,0,0,0,0,0,3,1,1,2,0,0,0,1,0,1,2,1,0,2,2,2,0,1,3
2,30,32,12,9,25,3,28,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,2,0,1,0,0,0,2,1,2,4,0,1,0,0,0,1,0,0,0,0,0,0,4,2,2,2,2,2,0,4,1
8,9,27,1,31,31,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,3,2,3,1,4,0,1
21,28,30,9,31,26,4,29,18,13,3,10,20,12,-1,-1,-1,-1,-1,0,0,0,2,2,1,3,1,0,2,2,2,3,3,0,2,2,0,4,0,2,3,0,1,1,0,2,1,3,2,3,3,2,2
13,18,28,32,25,23,11,32,10,30,29,19,9,10,10,1,32,5,-1,3,2,0,0,0,1,0,1,1,4,4,1,0,3,0,2,3,3,4,1,3,0,1,2,1,3,4,3,4,3,4,0,4,2
12,28,29,10,2,20,10,19,30,28,22,20,30,-1,-1,-1,-1,-1,-1,1,2,3,1,0,1,2,4,3,3,3,1,0,1,0,0,0,1,0,1,3,1,1,2,1,1,0,2,2,3,3,2,3,2
11,28,17,33,4,29,30,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,0,1,0,0,2,1,0,0,0,0,0,0,0,3,2,1,1,0,0,0,0,0,2,1,2,2,1,1,2,2,2
3,30,30,19,29,16,17,33,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,0,2,0,0,1,0,1,1,0,0,0,1,0,0,3,2,1,2,0,0,2,0,0,0,3,0,0,2,4,1,0,2
